thread_id,title,author,startDate,replies,views,question
thread-28909,Do you wear a diabetes ID bracelet?,desidiabulum,"Apr 27, 2012",18,"7,146","Do you wear a diabetes ID bracelet? This is one for T2s, really. I understand totally the rationale of ID bracelets for T1s recently, my sister would have died if she hadnt had one. For T2s they seem to be treated as more optional. But should those of us on meds that leave us prone to the odd hypo wear them? The sensible answer is yes, I know, but this is where attitudes to the condition come in. My diabetes is under control, I accept the very real and bothersome daily limitations it imposes on me, I realise the dangers of complications and try to act accordingly. I have primed my boss and 1st-aid people in my workplace, I have stashes of jelly babies everywhere, I have a mental map of where in my daily routine I can crash out if I need to. I even have an insulin kit to hand for when/if my pancreas gives out (as my consultant demanded). But while I live with the condition I am emphatically not prepared to let it define me (and that is precisely why I feel I can live with it). Wearing an ID is branding myself with the condition and I have an instinctive and elemental distaste for it. Of course I am a signed-up member of the diabetic community, and this forum is a wonderful support network, but getting an ID bracelet would feel like giving in, not so much accepting my condition as embracing it. I know this sounds stupid and irrational but are there any more stupid and irrational people like me out there? Thank you, wise people. I'm sure you're right that a discreet diabetes card in a wallet makes most sense - wil help me to think of diabetes more like a membership card/ credit card (or maybe a loyalty card -- there's a thought). Catherinecherub -- you're right I'm sort of 1.5-they-don't-really-know, but I usually find it easier to say T2 rather than trying to explain. There's T1 in the family -- hence people prodding me to have proper ID. Sarah -- everyday limitations I suppose relate to the job. Lots of stress, running round, long meetings, giving talks, and yet trying to make sure I exercise after lunch, and that I eat the right things -- enough to keep sugars down but not so little carb that I have hypo. It sounds pathetic but it's a daily balancing act, as stress makes sugar levels very difficult to predict, and can't afford pre-hypo vagueness or irritability if I'm lecturing or conducting a job interview. There have been some hilarious near-misses -- I will try to start an 'embarrassing hypos' thread some time (I actually had a borderline hypo when appearing on BBC1 recently -- would that have been a diabetic first?)."
thread-26316,Dry and cracked skin on feet,mapleroot,"Jan 20, 2012",14,"7,162","Hello I have dry and cracked skin on my feet. I had a fear of diabetes type 2 a couple of years ago as was having blurred vision and one low sugar reading. However it seems it was more to do with anxiety. However I have had the blurred vision return and have cracked skin on my feet. I have read it can be to do with diabetes. I have no other symptoms however such as thirst, tiredness, tingling in hands thrush, I am not overweight. Have occasional urgency to pass urine but not frequent which I put down to age although it seems it is also anxiety as I can sense the tension around the lower areas and if I relax it often goes. I have read that cracked skin can be caused by faulty nerve transmission blocking oil production on the feet. If this happens would there be any other sensations in the feet or legs. I have no other sensations. If this is a part of diabetes at what stage would someone be likely to experience dry and cracked feet . Thank you And thanks for all the help and support you give to people. Thanks Thanks for all you replies"
thread-78879,Feeling confused ….cocktail of diabetes medication…,Molly56,"Jun 17, 2015",31,"7,166","My partner (Type 2) was started on insulin back in February and is currently on Novomix 30 taking 28 units in the morning and 28 units before evening meal. In the morning he also takes 500mg Metformin (x 2) and Gliclazide 80mg .plus the same dose with evening medication other medication is also taken for high blood pressure (felodipine, Ramipril, bendroflumethiazide, doxazosin) and for neuropathic pain (duloxetine) Yesterday the diabetic nurse suggested starting him on a new medication for diabetesunfortunately I was not at appointment and he couldnt remember name but from description given I suspect this is Forxiga (Dapagliflozin) Just wondered if anyone else is on a similar cocktail of medication for Type 2 diabetes.my concerns I guess are that it seems a lot of different medications all trying to do a similar job and it will be difficult to know which ones are being effectiveand which ones are perhaps acting against others and having unwanted side effects.. I would have thought that moving on to insulin would have meant less other diabetic oral medication but it seems the health professionals are just adding in more and more .I assume they know what they are doing Are there any questions that I (or he) should be asking lessci said: I'm on Metformin, Sitagliptin and Forxiga, was on Gliclizide but caused weight gain and I'm already carrying extra weight. I'd be concerned at staying on the Gliclizide and Forxiga as they both can cause hypos, and with the insulin as well.... Just keep a close eye on their BG levels Click to expand... @lessci ...thank you for your reply... He has not been started on the Forxiga yet but assume that when he does he will drop the Gliclazide...he also carries extra weight and has in fact put on a stone since starting the insulin....I assume from reading that this is a known side effect of insulin. When he started on the insulin he was told to drop the gliclazide but this has since been added back into the mix though at a lesser dose than the maximum he was on before.....am not sure what the reasoning was behind this move. My assumption is that the Forxiga is being offered as an alternative to the Gliclazide to combat the increase in weight....I do have concerns about the possibility of hypos which I have discussed elsewhere and hope that this new medication (if offered) doesn't cause too many problems in that respect... Indy51 said: Unfortunately, unless or until your partner decides to take his own diabetes and diet seriously, this is probably the path he will be following to the end. Medications can only do so much without the patient being willing to adapt and make lifestyle changes. And each added medication will bring its own share of side effects. I still think the best thing you could do is sit him down and make him read Kman's thread ""Terminal and Scared"" because that's the path he's on. Click to expand... @Indy51 ...thank you for your reply.... As an update my partner is taking his diabetes and diet far more seriously compared to six months ago and has made considerable progress in looking at what he is eating and trying to eat the right things / not eat the wrong things....he now looks at the carb content of food when purchasing and is much more aware of what he eats....he has recently taking to eating more salad and has virtually given up potatoes and bread...I only cook potatoes for myself now......he doesn't drink alcohol and has given up fizzy drinks....all he drinks is water and a daily cup of coffee...there are still a few poor food choices that he knows he shouldn't be having (at least he recognises this) but on the whole I would say that it is much improved... @AndBreathe Since starting on the insulin bs levels have come down from the high teens he had before....morning levels are generally under 10...evening levels are still in the low to mid teens...but lower than previously... Activity levels are unchanged and is as before...relatively inactive ....but other than that I do feel that some progress is being made... I do still feel that the cocktail of medication is not necessarily helping as it is difficult to identify which bits are working and which are not....perhaps naively I thought that starting on insulin would mean less oral diabetic medication but this doesn't seem to be the case... Molly56 said: My partner (Type 2) was started on insulin back in February and is currently on Novomix 30 taking 28 units in the morning and 28 units before evening meal. In the morning he also takes 500mg Metformin (x 2) and Gliclazide 80mg .plus the same dose with evening medication other medication is also taken for high blood pressure (felodipine, Ramipril, bendroflumethiazide, doxazosin) and for neuropathic pain (duloxetine) Yesterday the diabetic nurse suggested starting him on a new medication for diabetesunfortunately I was not at appointment and he couldnt remember name but from description given I suspect this is Forxiga (Dapagliflozin) Just wondered if anyone else is on a similar cocktail of medication for Type 2 diabetes.my concerns I guess are that it seems a lot of different medications all trying to do a similar job and it will be difficult to know which ones are being effectiveand which ones are perhaps acting against others and having unwanted side effects.. I would have thought that moving on to insulin would have meant less other diabetic oral medication but it seems the health professionals are just adding in more and more .I assume they know what they are doing Are there any questions that I (or he) should be asking Click to expand... Just to update....he is now on the Forxiga starting tomorrow but is dropping the gliclazide and the bendroflumethiazide.... ...he has also been given ketostix but doesn't know why or when he should be using them....unfortunately I was unable to attend the appointment with him so don't really know what the thinking is behind this change...will just have to wait and see what happens ... servewithmintsauce said: Hi Not an expert here but I just wondered what else you have tried for his BP? My mum is hypertensive but she's ok on indapamide..not a criticism and I don't know your story and I know that not everyone is the same but I was just interested as to why he is on 4 meds for BP? Click to expand... @servewithmintsauce ...I think he did have the indapamide at one point but had a strange reaction to it within a few days of starting on it....including quite vivid hallucinations and ending up in hospital....cannot be convinced it was the medication but is now one that I would suggest he avoids as don't want a repeat episode.....was all very odd and was perhaps more worrying for me being the person on the outside looking in...."
thread-67822,Does this sound like Reactive Hypoglycemia?,Emma P,"Nov 22, 2014",36,"7,216","Hi everyone!! I'm new to this forum but it is just what I need.....to talk to people who know their stuff I have been having trouble with my doctors, they are being very dismissive about the symptoms I have been experiencing. I am not diabetic, that has been established using blood tests at the doctors and doing my own at-home blood glucose testing. I went to the doctors with diabetic symptoms, almost all of the main ones, very frequent urination, extreme fatigue, all of a sudden becoming weak and shaky and all of a sudden extreme hunger. If I happened to eat chocolate in the afternoon within 3 hours I would have an almighty headache. All of my symptoms seems to revolve around food. My home blood glucose testing showed my postprandial level was lower than my preprandial level. I tested over 3 days and the results were the same. My fasting glucose in the morning was always fine. After my doctor got my results from their glucose testing I was told my blood glucose was low but not in the dangerous zone. I have never had strips and my tester with me when I have had a hypo-like spell so I have not yet managed to get a reading when my symptoms are at their worst. My doctors have put my symptoms down to a Vitamin D deficiency....... I have been paying closer attention to what I'm eating and how my body reacts. Always within 3 hours of eating I am incredibly fatigued and/or have hypo-like symptoms and have needed to pee 5-6 times. My doctor is refusing to acknowledge the existence of Reactive Hypoglycemia. Does any of this sound like that may be what is going on? Anyone's help and advice would be so appreciated, feel like I'm getting nowhere with the doctors and it's starting to get in the way of my normal life now. Oh and I should probably mention I am a healthy weight for my height, I exercise regularly and eat a very good diet, I am definitely eating enough. Thanks for reading AndBreathe said: To be honest you need to capture some readings when you feel off, or any comment is just that, and probably meaningless. As you are describing that you can almost create a scenario where you have these uncomfortable feelings, you should be able to get some readings. All you have to do is carry your testing kit with you for a few days and you'll be there. How often have these occurrences happened, on average? Click to expand... That is what I was thinking of doing as it's really the only way I will see how low it goes isn't it? Thanks for replying so quick!! I have the extreme postprandial fatigue every day, the frequent urination every day and I'd say around 3-4 hypo-like episodes a week. Some weeks it's more. Brunneria said: Thanks Kat Click to expand... Thanks!! I've been having a peek at your posts, I saw you had requested a RH section. Good idea. What was your experience with being diagnosed with RH? Was it a struggle for you? My doctor basically said I have low blood glucose readings but they aren't going to do anything further because my readings aren't low or high enough to be diabetic. She said it's just my body telling me I need to eat but I'm getting these symptoms usually 2-2.5 hours after eating. I shouldn't be ravenous after such a short time I would think. I'm pretty much hungry all the time even though I am eating plenty. I think my doctor thinks it's just a slight feeling of hunger I'm getting but that isn't what it is. I feel completely drained out of nowhere like I haven't eaten for days. It feels like my food is going nowhere, it's not fueling my body, it's causing these symptoms. That's how I feel about it. Then after I do eat im knocked out with an overwhelming fatigue that I can't fight. I just need to sleep. I sleep plenty at night and I always sleep right through. Brunneria said: Hi Emma, and welcome! There are a few of us on the forum with experience of RH, so you may find a few of your answers on here. Have a look at this thread, and see if any of the info fits... http://www.diabetes.co.uk/forum/thr...orum-section-on-reactive-hypoglycaemia.65454/ I agree with the suggestions people have made that you need to capture a few blood glucose readings during your symptoms. But in the meantime, here are a few suggestions. Frequent excessive urination is a symptom of high blood glucose (usually over 10mmol/l) So, if your blood glucose is going that high, at any point in the day, you need to know when. Usually, our bg shoots up after a carby meal, reaching a peak at around 45-75 mins after starting to eat. then it falls away. This is why we test at 2 hours - the peak is past, and we can see if there are any lingering problems as the peak subsides. How about you do a few tests after typical meals, every 15 or 30 mins, and see how high you are going up. Map the readings all the way until your bg has returned to its pre-meal figure, even if that takes several hours. I should do the same over the period you usually get your fatigue slump. That will map things out nicely. Have you got an app for your phone where you can plot your meter readings on a graph? Well worth getting, if you haven't. This kind of information is never available to doctors. they just run the standard range of bg tests, and lose interest if your numbers don't flag up within their easily identified worry-zone. We have a member on here ( @nosher8355 ) who fought and fought with his GP to be referred. He was eventually sent to a hospital clinic where they ran 72 hour fasting tests, and extended oral glucose tolerance tests. These are the only things that will identify RH in a way that the NHS will acknowledge - and it is terribly difficult to get that clinic referral in the first place! One thing that crosses my mind, is your fatigue. I wonder if at least part of your symptoms may be a food intolerance. I get extreme fatigue after wheat. Yawning, sleepy, barely able to keep my eyes open... happens about 2-3 hours after bread. or pasta. If you have a similar thing, then your blood glucose monitor will help to identify that very very quickly. As soon as you start to yawn and need to snooze, whip out the testing kit. If your BG is showing your normal range of numbers, and is not unusually low, then this may be an explanation. But please do have a look at the link I posted above. And join us on that thread, if you like. the more, the merrier! Click to expand... That's all brilliant info. Thanks so much, I don't have an app but I will get one. There's an app for everything!! Ha ha. I have trouble finding what readings are normal and what aren't. Will my readings be in the diabetic range if I am having a proper hypo when I test myself when I have the hypo-like symptoms? I am going to get strips tomorrow and start doing it asap, if my doctors won't help I suppose it's down to me to test myself. I will also read that link you posted. Again, thanks to everyone who has replied!! I hope I get some answers soon. Brunneria said: I was never diagnosed. I first came across a book about hypoglycaemia when I was about 17 - and it described me perfectly. And that is what started me on the low carbing - been doing that, gradually more and more strictly, for about 30 years now. I went through periods of inhaling carbs, RH symptoms and weight gain, and periods of strict low carb, stable weight, and blissfully RH free. Tried to ask for help from several doctors, over the years, but none of them even believed my symptoms were real. I was offered sleeping tablets, antidepressents and anti-anxiety meds, at various times. thank goodness I refused each time! Eventually, all the over-use of my insulin producing capacity seemed to move me into pre-diabetes, then type 2 diabetes. for a while I had both - raised bg from insulin deficiency, followed by too low bg from the insulin driving it down too far. Thank fully, low carbing has knocked that on the head. But it is only in the last year, with my blood glucose meter, and all the information about low carbing that is available from members of this forum, that I have hammered my RH into submission, and I could easily see it returning, if I mess with carbs too much. Click to expand... So you are type 2 now? Well it seems with the quality of doctors I have in my town I won't be getting referred any time soon. They are notoriously rubbish. I have ulcerative colitis and they were happy to leave a 20 year old unable to eat properly for 9 weeks. They said it was a bug and kept turning me away. I eventually had to go to a completely different practice where a young doctor recognised what it was straight away. Brunneria said: Here is a link to the main part of this site, giving 'normal' blood glucose ranges. http://www.diabetes.co.uk/diabetes_care/blood-sugar-level-ranges.html It is well worth a read. the whole site is, actually. But I would take the NHS blood glucose guidlines with a teensy pinch of salt. They are based on averages. And you, and I are unique. Click to expand... I'll have a read of that too. Thanks! I always thought the NHS guideline numbers might be a bit off Am I right in thinking it isn't normal for BG to regularly be lower 2 hours after eating? Brunneria said: regularly lower than what? Click to expand... Oh sorry! Should have made that clearer. Lower than just before eating. Brunneria said: Ah, yes, I see. Have a look at this link - please note, I am NOT suggesting you conduct a glucose tolerance test on yourself, without medical supervision! But the results on the graph are a good indication of typical results for different types of glucose intolerance. http://rajeun.net/gtt.html To translate the blood glucose readings into English units, divide by 18 Click to expand... This is the kind of information I've been looking for! You're a star!!!!!!! Thank you! nosher8355 said: Hi sorry just in! The fasting reading is always interesting for diagnosis, as normal BSLs are recorded. One of the ways that I get my BSLs down is by fasting until I get back to normal levels. I agree with @Brunneria you need to record everything. You also need to eat frequently every 2-3 hours if you want to be in control. Small snacks rather than meals. Keep to your low carb intake, as you probably like me are carb and sugar intolerant. Read the threads about my experiences and I have also read a lot on hypoglycaemia at Wikipedia. The NHS site is shockingly short of information. Also when you do hypo, do not use hi carbs or sugars to ease the symptoms, it doesn't work! Have a cuppa and a low carb small snack, then you won't hyper then hypo again. Let us know how you are getting on. Click to expand... Hi, nice to hear from you. Thanks for the info. All very useful. My fasting BGs were normal before, although I only did it over 2 or 3 days. I ran out of strips so there are some gaps. I think taking more throughout the day would be a good idea. I will let you know what I come up with. A cuppa is usually what I have when I go wobbly. It tends to work. I will also try eating every 2 hours to stave them off. So are you properly diagnosed with RH now?"
thread-21664,flight socks,zoeee,"Jun 7, 2011",4,"7,128","is it ok for diabetics to wear flight socks? i'm very active, think my feet / legs are generally in good working order! last year i was getting quite a lot of tingling in my feet and legs for a few months & my nurse briefly said ""oh it could be the start of neuropathy nothing you can do about that"" but i haven't had it since then, and at my feet checkups they're always pleased because i can feel everything fine and there's no numbness. i'm going for an 11 hour flight so was just going to grab some but noticed some warnings on the back of boxes saying they're unsuitable and i wanted to check with everyone first - i assumed they'd only be an issue for people with very poor circulation?"
thread-21965,Avatars,viviennem,"Jun 20, 2011",32,"7,084","Not sure that this is the right place to ask this, but why have those of us who prefer not to have avatars, or who don't know how to do them, had avatars inflicted upon us? I am neither a laughing zebra not a 3-legged rhinoceros, and don't really appreciate being burdened with either, however well meant it was! Viv 8) EDIT - and I find a fat prehistoic person quite insulting!"
thread-68378,Christmas .............BAH HUMBUG,adrian207,"Dec 2, 2014",73,"7,236","Christmas is almost upon us and the cupboards are still bare, I need to get some shopping done including Christmas fare. The problem is what do I get As a diabetic I now am. I could get a chicken or 3 bird roast or even a joint of ham? Question ------------ What does everybody else have for a Christmas dinner, and what would be a good alternative to roast potatoes? Brunneria said: The last two years we have had huge slabs of good quality steak from our local butcher. With green salad, fried onions and Stilton crumbled over. About 15 mins in kitchen. We have loved it so much we are considering doing it again. Then my 15g carb/meal can be spent on half a mince pie. With a LOT of extra thick double cream. Click to expand... After eating all that dare I ask what you were doing in the kitchen for 15 minutes that makes you want to do it again this year. The mind boggles nosher8355 said: Just cook the bird, eat it with vegetables, (not spuds etc) and enjoy! I'm gonna save up my allowance of low carbs for something special later! Why does everyone think that they have to have roasties for Christmas dinner? Click to expand... Like Robbity says, ""it's tradition"", the done thing, we've been brainwashed into thinking that's what Christmas dinner is. Personally I think that the roast potatoes were just a baking tray filler, just plonked around the joint or bird to soak up some of the juices. I must admit though, I do like roasties. tim2000s said: As a T1, I'm going insulate accordingly and eat whatever I want! Click to expand... Damn right alliebee said: Loving your verse! Click to expand... Why thank you very muchly, I do try. alliebee said: I'm going to have a day off on Christmas day and eat more or less what I want and yes this will include roasties and stuffing. Not got a sweet tooth so cheese for afters I guess and will leave mince pies alone. Maybe raspberries and whisky laced cream Click to expand... If truth be known I think 95% of the members on here are either thinking the same thing or have already made their minds up to do exactly the same. At the end of the day there's always next year to get those BS readings down again. douglas99 said: A good christmas for me. http://www.diabetes.co.uk/forum/threads/christmas-dinner-plans.67507/ Click to expand... Just as I thought. Everyone just has what they want. I'll include myself in that. alliebee said: As I see it it is once a year day and I'm going to put my tester away and enjoy myself ho ho ho Click to expand... I'll probably be that pi**ed I'll use my tester to see if the chickens at the right temperature. What do you reckon, about 9.6?"
thread-112669,Glucose in my Urine,Johnjoe13,"Dec 6, 2016",34,"7,219","Hi, I was diagnosed with Type 2 about 6 months ago and nothing much has happened with it other than about 6 weeks ago they put me on one a day 500mg Metformin following a recent HbA1C. Anyways they never told me to check my blood glucose level with any meter or urine for that matter so I though everything was hunk dory nothing to worry about I was doing fine. Out of curiosity just for my own piece of mind and to see how I was doing I got some urine testing strips and they were showing fine results even after I started the metformin. But over the past couple of weeks i've tested my urine about an hour and half after food and the strip goes a very dark color after 30 seconds. I put the strip against the container color chart and there are 3 +++'s and after 40 seconds its as dark and the indicator for 4 ++++'s . Now being new to all of this and not being told i should test can anyone tell me if these results on the testing strips are something to worry about? I'm not due to go back to the Dr's for a test or check up until mid January. The last time I went to another Doc about my high blood pressure medication and not feeling well and mentioned if it had anything to do with my type 2 she as much as said you have nothing to worry about yours is diet controlled and was very stroppy with me like i was wasting her time. So naturally I'm a little wary of going back and asking about this urine thing. Can anyone offer any reassurance all is ok? my first post here sorry its a long one LoL JohnEGreen said: If you are concerned about your health it is never a waste of time consulting your doctor and I would suggest you do just that. Yes urine test strips are a crude measure when compared to a glucose meter but if the strips where not faulty and used properly they are a reasonable indicator of high BG levels normally. And I would personally if I where you go see your doctor and raise your concerns with him/her. sooner than later. Click to expand... Thank you John Jay-Marc said: If you are detecting sugar in your urine this will typically indicate blood sugar in excess of 10 mmol/l which is higher than the levels you should be that time after eating, suggesting action of some kind needs to be taken. But as said above, get yourself a blood glucose testing kit to get a better idea of how you are at present. What is your typical diet? Click to expand... Hi Thank you, as far a diet is concerned then i have reduced my carb intake as well a sugar, not that I had a lot of sugar stuff other than I like Choccy Bickies and now cut them out. I guess I need to look at my diet again daisy1 said: @Johnjoe13 Hello and welcome to the forum As mentioned above, here is the basic information we give to new members and I hope you will find it useful and helps you with some of your problems. Ask as many questions as you want and someone will be able to help. BASIC INFORMATION FOR NEW MEMBERS Diabetes is the general term to describe people who have blood that is sweeter than normal. A number of different types of diabetes exist. A diagnosis of diabetes tends to be a big shock for most of us. Its far from the end of the world though and on this forum you'll find well over 220,000 people who are demonstrating this. On the forum we have found that with the number of new people being diagnosed with diabetes each day, sometimes the NHS is not being able to give all the advice it would perhaps like to deliver - particularly with regards to people with type 2 diabetes. The role of carbohydrate Carbohydrates are a factor in diabetes because they ultimately break down into sugar (glucose) within our blood. We then need enough insulin to either convert the blood sugar into energy for our body, or to store the blood sugar as body fat. If the amount of carbohydrate we take in is more than our bodys own (or injected) insulin can cope with, then our blood sugar will rise. The bad news Research indicates that raised blood sugar levels over a period of years can lead to organ damage, commonly referred to as diabetic complications . The good news People on the forum here have shown that there is plenty of opportunity to keep blood sugar levels from going too high. Its a daily task but its within our reach and its well worth the effort. Controlling your carbs The info below is primarily aimed at people with type 2 diabetes, however, it may also be of benefit for other types of diabetes as well. There are two approaches to controlling your carbs: Reduce your carbohydrate intake Choose better carbohydrates Reduce your carbohydrates A large number of people on this forum have chosen to reduce the amount of carbohydrates they eat as they have found this to be an effective way of improving (lowering) their blood sugar levels. The carbohydrates which tend to have the most pronounced effect on blood sugar levels tend to be starchy carbohydrates such as rice, pasta, bread, potatoes and similar root vegetables, flour based products (pastry, cakes, biscuits, battered food etc) and certain fruits. Choosing better carbohydrates The low glycaemic index diet is often favoured by healthcare professionals but some people with diabetes find that low GI does not help their blood sugar enough and may wish to cut out these foods altogether. Read more on carbohydrates and diabetes . Over 145,000 people have taken part in the Low Carb Program - a free 10 week structured education course that is helping people lose weight and reduce medication dependency by explaining the science behind carbs, insulin and GI. Eating what works for you Different people respond differently to different types of food. What works for one person may not work so well for another. The best way to see which foods are working for you is to test your blood sugar with a glucose meter. To be able to see what effect a particular type of food or meal has on your blood sugar is to do a test before the meal and then test after the meal. A test 2 hours after the meal gives a good idea of how your body has reacted to the meal. The blood sugar ranges recommended by NICE are as follows: Blood glucose ranges for type 2 diabetes Before meals: 4 to 7 mmol/l 2 hours after meals: under 8.5 mmol/l Blood glucose ranges for type 1 diabetes (adults) Before meals: 4 to 7 mmol/l 2 hours after meals: under 9 mmol/l Blood glucose ranges for type 1 diabetes (children) Before meals: 4 to 8 mmol/l 2 hours after meals: under 10 mmol/l However, those that are able to, may wish to keep blood sugar levels below the NICE after meal targets. Access to blood glucose test strips The NICE guidelines suggest that people newly diagnosed with type 2 diabetes should be offered: structured education to every person and/or their carer at and around the time of diagnosis, with annual reinforcement and review self-monitoring of plasma glucose to a person newly diagnosed with type 2 diabetes only as an integral part of his or her self-management education Therefore both structured education and self-monitoring of blood glucose should be offered to people with type 2 diabetes. Read more on getting access to blood glucose testing supplies . You may also be interested to read questions to ask at a diabetic clinic . Note: This post has been edited from Sue/Ken's post to include up to date information. Click to expand... Hi daisy Thank you for this information I've found it very useful indeed Salvia said: Hello @Johnjoe13 , and welcome to the forum. From the info you give, it seems that you've been given a diagnosis and then left to your own devices. Have you been given any guidances about what you should do to help yourself - particularly diet, exercise, that could help you to reduce your blood sugar levels? Have they told you what the HbA1C number was when you were diagnosed, and also what the latest re-test result was that led to you being put on Metformin? If not, then you should ask for the details, so that you know where you are starting from. You have a right to know this info, so phone your practice and ask them to provide you with a print-out of your blood test results - all the results, not just the HbA1C - (or if not a print-out, at the very least to tell you the info) I agree with the others, that you should raise any concerns with your GP, coz they will know your full history. Try not to be put off by GP off-hand manner, or veiled aggression, you have the right to know; perhaps try a different GP next time. It is not likely that your GP or the diabetes nurse will tell you to test blood sugars, because they will not provide the equipment for patients to test at home, except for those on insulin. But many of us here do test, though, (and don't tell our GP ) because if we don't know what our BS levels are doing, how can we possibly hope to manage them. So, if you decide to test for yourself, you'll probably need to purchase your own meter and the test strips. Many here use the SD Codefree because that one has the cheapest testing strips, which is the ongoing expense. The meter can be purchased from Home-health.uk.com or from Amazon. You'll need to specify mmol/L as this is the measurement used in the UK. Lastly, I'll tag @daisy1 for you, who will provide a new joiner's information pack. I'd encourage you to read through this and take on board the advice and the links to further info. This will help you a lot with getting to grips with things, and understanding what's going on with your body. There's also a link to the free 10-week low carb diet starter course, which I think you would find very useful. Think I've rambled on long enough - I'll shut up now! Good luck, and if there's any further questions, just ask away, there's usually someone around who can help. PS have just picked up this info from @Liam1955 on another thread, relating to purchase of additional testing strips direct from Homehealth-uk.com: If you buy in bulk Here are the discount code numbers. 5 packs = 264086. 10 packs = 975833. For the UK we use mmol/l and remember to state you are Diabetic for vat exemption. And delivery is very quick too. Click to expand... Wow thank you, I get home from work and check to see if anybody has answered my question and see such wonderful responses. In truth I did attend a one day seminar called Desmond at my local hospital and this was very useful and I have done a lot they suggested and cut down on carbs and what bit of additional sugar I was taking. Clearly I need to do much more on the Carbs. The thing I was not told to do was check glucose levels to see if I was doing stuff properly or more aggressively, but how would I know this if nobody showed me how to test or told me I should do some testing at all. Then when I do end up doing it myself and notice a change I find myself no knowing how to understand what results I'm getting I've taken your advise on the info from Liam1955 and just ordered a tester from Homehealth along with the 5 extra strips packs and the discount code. I'm going to read up on what I should be doing with these testers and make a further cut to these carbs and noting it all down so hopefully the recent rise in glucose is reversed and my urine goes back to what it was after meals and obviously with much less or no carbs. I've also ordered a new exercise bike from Argos to give me a much more intense workout on top of what I already do SWUSA_ said: I agree with all the above posters and just want to add that it is normal for someone with Type 2 Diabetes to have high blood sugars at 1 and 2 hours after eating. That is pretty much the definition of Diabetes-our bodies do not deal well with the carbohydrates in the food we eat and we get high blood sugars after eating. Metformin will help you keep your blood sugar from rising as much but the amount of food and the carbohydrates in the food we eat are also important. Click to expand... Thank you SWUSA, I did reduce my portion sizes on carbs and ate less but now i'm thinking I need to cut more of them out all together. But I'm also thinking 'Blimmey' It's Christmas time what on earth am I going to do over this season with all the wonderful stuff i've always ate? Love my Turkey and stuffing with all the usual trimmings and creamed mashed potatoes, and yes i've always eaten yorkshire puddings with xmas dinner all covered in thick gravy. I can see this year is not going to be as enjoyable as previous xmas's, or future ones for that matter lessci said: We all react differently to different foods, the best advise I was given here was ""eat to your meter"". Test before you eat, then 2 hours after, your BG levels shouldn't be more than 2 points higher if they are your body can't cope with that quantity/type of carb. At first you're testing all the time, but as you get used to what your body can manage it gets less Click to expand... Thank you, I do think I'm going have to take a fresh look at what I eat. This morning I had a medium banana at 8am, then at 09.30 a small oat so simple cuppa porridge (plain) and that was it, at 11.30 I did a urine test and after 30 seconds the results on the strip was a dark colour dot at 3 xxx, below are what is in it. Am I to stop eating this stuff now? my Dr said porridge is good for lowering my cholesterol which he said I need to do per 100g Carbohydrate 66.5g per serving 37g of which Sugars 28.3g per serving 15.7g Jay-Marc said: You may find you can tolerate a moderate amount of potato (I can, although I rarely eat them these days) but you can only find that out from testing. Mashed is generally the most difficult, but try mashed celeriac as a substitute. Similarly with porridge - some can tolerate it to a degree, others like me can't and ban it and other oatmeal altogether. No problem with turkey - keep the skin on. Bananas are very sweet fruit - switch to berries at least. Click to expand... Thank you Jay, When I get my glucose meter i'll be able to test more accurately and find out what foods are causing me a problem, with bananas the Dr told me they are a good source of potassium which I need to help with my high blood pressure but I guess I could try other foods rich in this"
thread-58378,Syntra5,Bigal134,"May 16, 2014",4,"7,114","Hi, Has anyone tried this supposed 'elixir' for lower blood sugar AND blood pressure AND cholesterol? Sounds a bit too good to be true Bigal"
thread-98474,feeling shaky,Chris_Tilley,"Mar 29, 2016",13,"7,092","i was shaky for 3 hours this afternoon, almost back to normal, is this because of diabetes? still all new to me it has come back again now tonight, just back from swimming"
