,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
193785,thread-30155,Pill reminder,https://www.diabetes.co.uk/forum/threads/pill-reminder.30155/,Squire Fulwood,"Jun 8, 2012",27,"2,764",post-282849,BlindFaith,Well-Known Member,260,2,38.0,"Jun 8, 2012 at 6:57 PM",0,0,0,0,0,0,0,0,#12,I hope you don't take this the wrong way; but have you thought about trying memory enhancing exercises? I have a friend whose mind is like a sieve and she played those games on the Nintendo DS that help your memory and so on...but they helped her remember the little things she always forgot.,Squire Fulwood said: It is a better suggestion than the earlier ones but if there is anyone out there who never forgets to take their pills I want to know how they do it.. Click to expand...
219564,thread-26162,hypos,https://www.diabetes.co.uk/forum/threads/hypos.26162/,sweep61,"Jan 11, 2012",11,"2,325",post-240116,sweep61,Type 1 Member,10,2,23.0,"Jan 12, 2012 at 9:16 AM",0,0,0,0,0,0,0,0,#4,"yes thats exactly what i mean. i have heard that you get nasty and uncoopretive and it terriffies me, but dont actually know if its true",
200670,thread-47846,?,https://www.diabetes.co.uk/forum/threads/47846/,cris07,"Oct 7, 2013",30,"2,068",post-432440,Ambersilva,Type 1 Well-Known Member,715,552,133.0,"Oct 10, 2013 at 9:57 PM",0,0,0,0,0,0,0,0,#26,"No, not hungry all the time before diagnosis. On the contrary, I was off food with no appetite at all. I couldn't get active enough to work up a sweat. Moving around was such an effort I Just felt that if I went to sleep I wouldn't wake up. Being Type 1, an insulin response was not present so sugar in the blood could not be taken up by the cells.",
171651,thread-65019,update of problem having a a suspected hypo............ not so,https://www.diabetes.co.uk/forum/threads/update-of-problem-having-a-a-suspected-hypo-not-so.65019/,south711,"Sep 27, 2014",7,638,post-642365,AndBreathe,I reversed my Type 2 Expert,"9,664","15,724",178.0,"Sep 27, 2014 at 2:07 PM",0,0,0,0,0,0,0,0,#6,"Oh heck. What a terrible experience. I do hope you're feeling better now, and will improve over time.",
218111,thread-30996,Life insurance,https://www.diabetes.co.uk/forum/threads/life-insurance.30996/,Stefanie,"Jul 5, 2012",10,"1,386",post-291569,Stefanie,Type 2 Newbie,1,0,41.0,"Jul 5, 2012 at 1:39 PM",0,0,0,0,0,0,0,0,#1,"I enquired about life insurance today to cover our mortgage but was told that because of my diabetes this would double my premiums. Does anyone know of any insurance company that does not penalise you for having diabetes? they asked about my last Hba1c but they did not understand the new measurement my local hospital is using! in fact neither do I! My result was 65.o, so I know it needs to bed lower but I don't know what that means in the old readings, and of course I am still using the old readings on my blood sugar monitor! Can anyone tell me where I can get a conversion chart so I can at least try to work out my readings? thanks Stefanie :?",
50131,thread-139223,Dropping off a cliff fatigue,https://www.diabetes.co.uk/forum/threads/dropping-off-a-cliff-fatigue.139223/,Lovelyliz,"Mar 15, 2018",19,625,post-1727734,,Other Type 2 - well controlled. Moderator.,"7,997","9,746",198.0,"Mar 16, 2018 at 9:09 AM",0,0,0,0,0,0,0,0,#15,"To begin with its good to test immediately before a meal and two hours after first bite, the readings your looking for are here: https://www.diabetes.co.uk/diabetes_care/blood-sugar-level-ranges.html Scroll down to the first red table. Also bear in mind that if the rise from before to two hours after is more than 2mmol then the meal was two carby. Some people test before bed and on waking (fasting) aswell to look at trends, however fasting levels are often the last to improve and can be demoralising when all the others are getting better.",
78774,thread-124990,Bad night's sleep affecting BG readings ?,https://www.diabetes.co.uk/forum/threads/bad-nights-sleep-affecting-bg-readings.124990/,Sam50,"Aug 14, 2017",9,573,post-1532816,Sam50,Don't have diabetes Well-Known Member,227,159,83.0,"Aug 14, 2017 at 6:56 PM",1,0,0,0,0,0,0,0,#6,"Thanks, it's good to know other's thoughts and I think it's only (after much gentle nagging) that I've got him to start testing more frequently otherwise he would probably have thought his BG was the same as when he tested on Friday ! I'm pretty sure that if disrupted sleep can affect BP and mood generally that it probably also affects BG. Bodies are supposed to work in harmony. At least I know he is eating the right things and feel like I've won a minor battle with the sweeteners","Bluetit1802 said: It normally affects the morning fasting level the most, but of course if you start a meal higher than normal you will end a meal higher than normal, and so it can go on. Not just a restless night, but also pain will affect matters, and if the pain continues during the day so may the higher levels. The stress over a neighbour dying probably won't help. Well done to your hubby for reading up on matters and making such a great decision. Click to expand..."
120157,thread-102925,morning blood sugar levels,https://www.diabetes.co.uk/forum/threads/morning-blood-sugar-levels.102925/,oddball99,"Jun 13, 2016",5,"1,108",post-1178212,oddball99,Type 2 Newbie,3,0,21.0,"Jun 13, 2016 at 7:52 PM",0,0,0,0,0,0,0,0,#4,I test myself 4 times a day and all the other tests are within normal levels its only the morning one that has changed. Even if my levels are below7.0 last thing at night mylevels are higher in the morning ???,"Bluetit1802 said: Hi and welcome, How often do you test yourself? Do you test before and after certain meals and at bedtime? If so, have these levels also increased? If not, maybe you should give it a go and keep a record. Click to expand..."
262567,thread-4276,Confusion and conflicting messages - again,https://www.diabetes.co.uk/forum/threads/confusion-and-conflicting-messages-again.4276/,lilibet,"Oct 6, 2008",9,"1,199",post-27307,lilibet,Well-Known Member,515,7,38.0,"Oct 6, 2008 at 3:51 PM",0,0,0,0,0,0,0,0,#1,"Hi again Am becoming major pain in the pancreas to this site I fear (boom boom). Just had conflab with SDN who has cut insulin down to 6u am and 4u pm (honeymooning, moi?). She is aware I am desperate for control but the cut is due to 4's most afternoons and a lovely hypo today at the same time. However the cut at night time is because I am going to bed in the 5's at times (though not always) and she says that for a newly diagnosed the control is 'too tight' :?: When I queried this reasoning she said gold standard pre bed was around 7. preferably 8 and otherwise as long as bg was not over 10 that this would be fine for now. When I queried how long they would keep me at non diabetic levels of bg I was advised that I was not to worry about this as when honeymoon period ended my requirments would go up. Is it just me? Is she right that newbies are preferred not to have readings like this already? I am only staring to try as I mean to go on (lectured again for not eating gigantic plates of pasta if I want). She says she knows I want tight control but it is too soon to be at this level. Am frustrated and feel quite despondent now. Am glad insulin is cut but not to expense of high bg. BTW they havent all been at 4-7, some are still over this (almost 50/50 over test period of 9 days). I also queried post prandial as when driving they are not within range sometimes hours after eating. I asked when we would start to look at this. Was told no to worry about that for now. Not to worry! I know what the research says. Sorry for the moan people. Am fed up working really hard and trying to be positive in lieu of some notion that things will work out eventually, maybe, whenever. :? Lx",
234379,thread-23720,puffed up fingers and feet,https://www.diabetes.co.uk/forum/threads/puffed-up-fingers-and-feet.23720/,dmcd11,"Aug 30, 2011",2,"1,088",post-216132,dmcd11,Member,14,0,21.0,"Aug 30, 2011 at 7:22 AM",0,0,0,0,0,0,0,0,#1,"I am newly diagnosed (type 2) and still trying to make sense of it all. For a while now, my fingers and top pad of my feet/ankles have been puffed up. Is this a symptom of Diabetes? Ive been drinking lots of water as I'm always thirsty - could it be because I'm drinking so much water? If the puffyness is connected, does the swelling go down when my blood sugar levels are controlled. thank you",
61044,thread-131878,Has anyone ever done a DIY glucose tolerance test and is it possible to do so?,https://www.diabetes.co.uk/forum/threads/has-anyone-ever-done-a-diy-glucose-tolerance-test-and-is-it-possible-to-do-so.131878/,gardengnome42,"Jan 6, 2018",16,"2,787",post-1663316,Pinkorchid,Type 2 Well-Known Member,"2,795","1,905",198.0,"Jan 6, 2018 at 6:29 PM",0,0,0,0,0,0,0,0,#5,Is a home OGTT test very good only using finger pricks tests during or after it as we know they are not 100% accurate. I had to go to the hospital to have mine done to the department where they do blood tests. I had to fast for 12 hours before I went then at the hospital I had a blood test then the glucose drink then a wait of two hours another blood test then went home The first one was not conclusive so I had to have another one,
185146,thread-58266,Too much weight loss,https://www.diabetes.co.uk/forum/threads/too-much-weight-loss.58266/,Mazzer,"May 14, 2014",5,693,post-542506,AndBreathe,I reversed my Type 2 Expert,"9,664","15,724",178.0,"May 14, 2014 at 5:13 PM",0,0,0,0,0,0,0,0,#4,"Fat is least likely to increase your blood scores, followed by protein, then the big daddy of carb. That's one of the reasons you will see increased fats advised on here. I'm a similar vintage to you, at 57, and I have to steel myself to eat more fat, but needs must . It's interesting, but my OH has always eaten butter, when I might have had Flora, full fat milk, when I would have semi-skimmed, and now I've been discussing reverting both of us to full fat milk, and he says he doesn't like it any more. The ""conversion"" to semi-skimmed milk to a while to achieve, the reconversion could take even longer! Life is fickle, eh?",
143378,thread-83879,testing strip refusal,https://www.diabetes.co.uk/forum/threads/testing-strip-refusal.83879/,Sally49,"Sep 11, 2015",14,"1,189",post-946052,Minnie45,Type 1 Well-Known Member,157,199,103.0,"Sep 14, 2015 at 8:46 AM",2,0,0,0,0,0,0,0,#15,"A T2 friend is in a similar position, she managed to get 2 boxes a month by pointing out to her GP re driving and hypos. I know it's not ideal but have you thought of another meter that has cheaper strips so you could top up/self fund. I'm a T1 and use the contour next, they're expensive so get a set supply a month and self fund a top up supply myself.",
170855,thread-65398,Are we losing the plot?,https://www.diabetes.co.uk/forum/threads/are-we-losing-the-plot.65398/,AndBreathe,"Oct 6, 2014",356,"28,172",post-647411,andcol,I reversed my Type 2 Well-Known Member,"3,181","4,106",198.0,"Oct 6, 2014 at 10:15 PM",0,0,0,0,0,0,0,0,#59,rofl - we both posted the same at the same time,
87524,thread-120519,Prediabetes,https://www.diabetes.co.uk/forum/threads/prediabetes.120519/,steph81170,"May 8, 2017",20,906,post-1460015,steph81170,Prediabetes Well-Known Member,76,27,38.0,"May 8, 2017 at 4:04 PM",1,0,0,0,0,0,0,0,#6,"Bluetit1802 said: Are these just morning fasting numbers? If so, they can take forever to come down in some people, and are not the best indicator of how you are doing. There are too many factors that influence them, most of which we have no control over. You need to test at other times and average those - before lunch, before evening meal, 2 hours after first bite of food, and bedtime. When you see all those numbers coming down you know you are on the right track. You should see your lowest numbers before evening meal (provided you haven't been snacking in the afternoon) Click to expand... Yes, they are only morning numbers Bluetit1802 said: Are these just morning fasting numbers? If so, they can take forever to come down in some people, and are not the best indicator of how you are doing. There are too many factors that influence them, most of which we have no control over. You need to test at other times and average those - before lunch, before evening meal, 2 hours after first bite of food, and bedtime. When you see all those numbers coming down you know you are on the right track. You should see your lowest numbers before evening meal (provided you haven't been snacking in the afternoon) Click to expand... OK, that's interesting - will try that other testing times. Thank you. Should I ask my doc. for an HbA1c test?","Bluetit1802 said: Are these just morning fasting numbers? If so, they can take forever to come down in some people, and are not the best indicator of how you are doing. There are too many factors that influence them, most of which we have no control over. You need to test at other times and average those - before lunch, before evening meal, 2 hours after first bite of food, and bedtime. When you see all those numbers coming down you know you are on the right track. You should see your lowest numbers before evening meal (provided you haven't been snacking in the afternoon) Click to expand... Bluetit1802 said: Are these just morning fasting numbers? If so, they can take forever to come down in some people, and are not the best indicator of how you are doing. There are too many factors that influence them, most of which we have no control over. You need to test at other times and average those - before lunch, before evening meal, 2 hours after first bite of food, and bedtime. When you see all those numbers coming down you know you are on the right track. You should see your lowest numbers before evening meal (provided you haven't been snacking in the afternoon) Click to expand..."
187159,thread-56867,Am I still diabetic?,https://www.diabetes.co.uk/forum/threads/am-i-still-diabetic.56867/,Anonymous Question,"Apr 24, 2014",8,"1,053",post-527989,,Other Diabetes Team Member,290,10,58.0,"Apr 24, 2014 at 11:26 AM",0,0,0,0,0,0,0,0,#1,"Anonymous question submitted: I was diagnosed as type 2 Sept 2013 with a level of 53 with diet and exercise I've got it down to 41 am I still classed as diabetic To submit a question, please go to http://www.diabetes.co.uk/ask-an-anonymous-question.html",
233269,thread-18396,Am i diabetic? Please help?,https://www.diabetes.co.uk/forum/threads/am-i-diabetic-please-help.18396/,abidan,"Dec 16, 2010",22,"4,164",post-167146,sugarless sue,Master,"10,098",226,133.0,"Dec 16, 2010 at 5:36 PM",0,0,0,0,0,0,0,0,#4,"The urine test strips will definitely be out of date, they do not have a long usage life. You really need a blood glucose monitor to test your blood sugar levels properly as urine only shows sugar when the blood sugar is quite high. The Prednisole will cause high readings which may settle down after you finish them but if you are on them long term you may find that your blood sugars remain raised.",
216359,thread-33722,"No fibre, high fat diet",https://www.diabetes.co.uk/forum/threads/no-fibre-high-fat-diet.33722/,Hrw1959,"Oct 10, 2012",21,"2,842",post-317495,IanD,Type 2 Well-Known Member,"2,427","1,032",198.0,"Oct 10, 2012 at 7:52 PM",0,0,0,0,0,0,0,0,#16,"Phoenix - & Hellen I am aware of nuts & fibre, (I read the link I gave) but as the nut powders are finely divided & can be further sifted, they may be OK. I find coarse fibre irritating but have no problem with the nut flours. Try with caution.",
154422,thread-75221,Tattoo,https://www.diabetes.co.uk/forum/threads/tattoo.75221/,MurrayT1,"Apr 11, 2015",2,362,post-824934,MurrayT1,Type 1 Member,10,0,41.0,"Apr 11, 2015 at 8:32 AM",0,0,0,0,0,0,0,0,#1,Hey just wondering if it ok to get a tattoo if u r type one diabetic and if so how long does it take to heal,
122907,thread-92152,Type 2 and doc wants me higher than I like,https://www.diabetes.co.uk/forum/threads/type-2-and-doc-wants-me-higher-than-i-like.92152/,Daniel95503,"Feb 6, 2016",35,"3,306",post-1067376,Daniel95503,Type 2 Member,21,19,43.0,"Feb 16, 2016 at 7:54 PM",5,0,0,0,0,0,0,0,#28,"@LucySW i think this answered my question as to why she wants me so high, i am just gonna do it my way until i get a new doc who has great diabetesese. thanks again!!!",LucySW said: Also the Jenny Ruhl website is brilliant for Type 2s: http://mobile.dudamobile.com/site/phlaunt1?url=http://www.phlaunt.com/diabetes/#2793 Click to expand...
35853,thread-153178,Trulicity & Ongoing Nausea,https://www.diabetes.co.uk/forum/threads/trulicity-ongoing-nausea.153178/,Frustrated24,"Jul 2, 2018",11,"1,104",post-1826687,Zoe.billy,Newbie,1,0,21.0,"Jul 3, 2018 at 12:42 AM",0,0,0,0,0,0,0,0,#3,"It does get easier the sickness does go away, have you taken any Anti sick tablets, My sulphur burps come and go.","Frustrated24 said: Hi All, So I am a T2DM on Insulin, who has recently started on Trulicity once a week injection to help with better control. I have one question or comment, can someone please reassure me that the ongoing nausea, Sulphur belches & vomiting do actually stop. I feel naff, I do not want food because of the nausea, and when I do manage to get something down me, I then feel really sick and have a horrid epigastric pain. I am really not sure that I can cope with this for many more weeks. Click to expand..."
112389,thread-107671,Vitamin D & B12,https://www.diabetes.co.uk/forum/threads/vitamin-d-b12.107671/,carol43,"Sep 10, 2016",20,"1,547",post-1248430,Indy51,Type 2 Expert,"5,229","6,146",178.0,"Sep 12, 2016 at 12:28 AM",0,0,0,0,0,0,0,0,#17,Seems like you have quite high thyroid antibodies? Has the doctor discussed this with you? Maybe Hashimoto's?,carol43 said: @donnellysdogs My Serum folate was a bit high at 45.4 nmol/L (10.4 -42.4) Ferritin 140.2 ug/L (20-150) Anti-Thyrodoeroxidase abs 181.8 klU/L (<34) Anti-Thyroglobulin Abs 599.0 kU/L (<115) Click to expand...
198321,thread-49451,HELP!!!,https://www.diabetes.co.uk/forum/threads/help.49451/,aqualung,"Nov 23, 2013",7,711,post-445245,aqualung,Prediabetes Well-Known Member,692,716,133.0,"Nov 23, 2013 at 4:18 PM",0,0,0,0,0,0,0,0,#6,"sorry my post was badly worded. I had my lunch, tested, then 2 hours later tested again before my tea. Between the 2 tests I only had a cup of tea. I was surprised that it went up not down in those 2 hours but now I know that can happen I will expect it.","donnellysdogs said: Sorry you said you tested 2 hours after lunch.. Did you just have a cup of tea for lunch? Non diabetics levels will change by 1.0 depending on activities, stress etc. Click to expand..."
251368,thread-10878,Can anyone tell me ?,https://www.diabetes.co.uk/forum/threads/can-anyone-tell-me.10878/,mother14,"Oct 8, 2009",9,"1,046",post-102183,mother14,Member,17,0,21.0,"Oct 9, 2009 at 4:32 AM",0,0,0,0,0,0,0,0,#9,"Cheers for that Sue, don't suppose you or anyone else can recommend a good basic recipe book for low carbs ?, am working out the new way of eating step by step and wondered if there is another book that complements the carb counter. Also, I read about the hbac1 test, is that the next step after the diagnosis ?, thanks, Julia.",
255261,thread-8634,Diabetes & Yogurts,https://www.diabetes.co.uk/forum/threads/diabetes-yogurts.8634/,'V',"Jun 6, 2009",7,"1,003",post-80617,'V',Member,15,0,21.0,"Jun 6, 2009 at 8:54 PM",0,0,0,0,0,0,0,0,#1,Hi I am very fond of fruit yogurts and fromage frais - but they all seem to be very high in sugar. Please could anyone advise me on which brands/makes are suitable for me to eat? Thanks! 'V',
263064,thread-3784,Newbie & no treatment yet,https://www.diabetes.co.uk/forum/threads/newbie-no-treatment-yet.3784/,sleepylu,"Aug 28, 2008",12,"1,302",post-22607,Jem,Well-Known Member,570,24,38.0,"Sep 3, 2008 at 8:20 PM",0,0,0,0,0,0,0,0,#9,"low key eh? lol ... yeah I can relate diagnosed T2 one and a half weeks ago, prescribed metformin 3x500mg, but with more than a 3 week wait to see the diabetic nurse. luckily (!!??) for me, I was diabetic (insulin dependant) in my pregnancy so I knew how to take readins and what kind of figures would be expected ... but no offer of a meter or anything was ever mentioned - I was diagnosed, spent half an hour making appointments and cut loose ! I insisted on seeing a nurse the following week and having a finger prick test there and then for bloods, and got the number of my diabetes nurse, who I then rang and basically badgered into giving me a BG meter and prescription for lancets and strips etc ... Had I not asked, I strongly doubt I would have got anything. I must point out that my diabetic nurse was very nice on the phone and left my meter (along with scrips) at reception the very next morning - and some helpful leaflets on coming to terms with this and healthy eating - so can't really complain about her!! I have STILL yet to get to my appointment (2 more weeks) and have learned so much from these lovely people here ... and strangely, developed an addiction to macadamia nuts ... go figure best, Jem xxx",
189466,thread-55301,What do you eat in between,https://www.diabetes.co.uk/forum/threads/what-do-you-eat-in-between.55301/,Lilliepop,"Mar 26, 2014",24,"2,053",post-512106,poshtotty,Type 2 Well-Known Member,"1,015","4,524",198.0,"Mar 30, 2014 at 9:08 PM",0,0,0,0,0,0,0,0,#21,My daughter made your chicken casserole recipe today @ Scandichic as my Mother's Day treat and it was lush! We agreed that we couldn't have enjoyed a meal more if we had been in a top restaurant. And my bs have been at their best levels ever - 7.0 this evening after all that cream and brandy in the casserole! Thanks so much for sharing. Hope you've had a happy day x,Scandichic said: Nuts and cheese make up my snacks. I don't think you're eating enough fat. You could make a creamy sauce for your chicken an eat loads of green veggies! Click to expand...
15390,thread-160932,Feedback on Fats 2/2,https://www.diabetes.co.uk/forum/threads/feedback-on-fats-2-2.160932/,Type-2-Havent-A-Clue,"Feb 3, 2019",15,401,post-1978994,Type-2-Havent-A-Clue,Type 2 Well-Known Member,218,120,63.0,"Feb 3, 2019 at 6:26 PM",0,0,0,1,0,0,0,0,#12,You just need to extend your own article 50 a bit longer,"Listlad said: Well thats what I have found too. I have spent a good few days reading and posting and eventually it becomes clear as to what is best for ones individual circumstances. I too am holding back on the ultra low carbs and the higher fats on a steady as she goes basis. Then if I need to take a more radical approach I will do. As I said before, I am seeing benefits already from moderate changes at the outset. I didnt vote for a cliff edge Brexit and am approaching LCHF in the same way. Click to expand..."
175750,thread-63103,Please help!,https://www.diabetes.co.uk/forum/threads/please-help.63103/,Peachypuff72,"Aug 15, 2014",18,776,post-612925,robert72,Type 1 Well-Known Member,"2,884","3,619",178.0,"Aug 15, 2014 at 1:37 AM",0,0,0,0,0,0,0,0,#6,That's awful - can you check for ketones?,
162537,thread-69814,Moving home....,https://www.diabetes.co.uk/forum/threads/moving-home.69814/,ohitsnicola,"Jan 2, 2015",15,935,post-722855,donnellysdogs,Type 1 Master,"13,206","12,463",298.0,"Jan 3, 2015 at 9:09 PM",3,0,0,0,0,0,0,0,#14,"No, your pump stays with you..... You either stay with your current gp and ask to be changed to a different hospital (research who has the best pp climic before asking your gp to change you to thst hospital. The hospitals then just change name as duch but your funding should continue with the same CCG if its the same CCG where you are moving. Or you change gp in which case go on to nhs choices and type in your postcode with gp surgeries... That will then give you a list of all the surgeries available... Again look at yhe reviews of the practices on the nhs choices website. You can also look up whether hospitals and gp's have been CQC checked and this will give you a good idea for gp practices (only if they've been reviewed since November).. This is when CQC really changed their inspections.... What ever happens you will not lose your pump and your nurses / consultants will do necessary paperwork. 1) you do not need to change hospital.. Unless you want to 2) find out if your gp is under your postcode by going on to nhs choices/gps and type in your postcode 3) if you are out of gp area, and you want to stay with your gp find out if they accept out of area patients(new in October) 4) if you have to change..change gp first, look up reviews under nhs choices and CQC inspections. Choose the gp you want to register with and take in papeework to peove you live at new address... HOWEVER.... Order enough supplies of pump stuff for 3 months..... This can be sent anywhere you like ie work or home so long as you give them your account number and the address you wish supplies to go to. You will be ok....you would have got your home without my little bit of background support and help.... Just keep impulse purchases to a minimumand for this year... Don't go spending fo valentines day!!!! Just cook at home and have a candlelit dinner or something.. Keep hold of every penny you can at the moment....",
55893,thread-135678,Running half Marathon,https://www.diabetes.co.uk/forum/threads/running-half-marathon.135678/,davetbarber,"Feb 9, 2018",4,609,post-1693328,Type1Bri,Type 1 Well-Known Member,881,876,153.0,"Feb 9, 2018 at 12:06 PM",0,0,0,0,0,0,0,0,#5,"Yeah I use energy gels, check out my blog about royal parks half last year and the winter 10k last week",davetbarber said: Thanks for advice Do you ever take energy Gels ? Blog was a good read with lots of helpful info Click to expand...
129665,thread-96746,Feel like I've been given a death sentence,https://www.diabetes.co.uk/forum/threads/feel-like-ive-been-given-a-death-sentence.96746/,JoeyK,"Mar 5, 2016",18,"2,548",post-1087357,CollieBoy,Type 2 Well-Known Member,"2,978","5,579",178.0,"Mar 5, 2016 at 8:26 PM",3,0,0,0,0,0,0,0,#2,"@JoeyK If you set your mind to it, there is a good chance that you can turn yourself around (BG, LDL, weight).What I would sugest would be to take a good look at what you eat, and try to cut back on the Carbohydrates (Those little critters are hiding everywhere in processed foods so check carefully) As you are in the USA, what you are looking for are NET CARBS, fibre is OK. The weigt gain may be as a result of the insulin resistance, so as the carbs are cut the weight should fall and hopefully the insulin resistance fall, making the weight loss easier. If you need any questions answered, ask, somreone wil be glad to help!",
91293,thread-118731,Sleeping,https://www.diabetes.co.uk/forum/threads/sleeping.118731/,Dianec,"Apr 2, 2017",3,503,post-1429371,Robkww,Well-Known Member,256,248,63.0,"Apr 2, 2017 at 11:41 AM",0,0,0,0,0,0,0,0,#4,Can you get your husband to join the forum and learn from it - no prizes for poor blood sugar control I'm afraid and having other conditions such as asthma will not help.,
94621,thread-117260,"Urinating keeping me awake, advice needed.",https://www.diabetes.co.uk/forum/threads/urinating-keeping-me-awake-advice-needed.117260/,Anonymous Question,"Mar 3, 2017",10,"4,308",post-1404978,Freema,Type 2 Expert,"7,093","16,607",178.0,"Mar 6, 2017 at 1:15 PM",0,0,0,0,0,0,0,0,#10,Remember to tell her that in rare occations People on metformin can get a problem of frequent urination as if the kidneys want to pee put This body forreign chemical,"janezara_ said: Thanks to everyone for all your reply I truly appreciate. I was diagnosed type 2 diabetic since October 2015 and have been on metformin. i was urinating frequently and drinking frequently as well. this case has been different, i am urinating frequently and not thirsty. My doctor has requested that I have a scan in my pelvic area before she decides on what next we do. I occasionally drink alcohol but not in the last two months. does anyone have any advice or have experienced same issue? Click to expand..."
201528,thread-47184,Wedding Present for Diabetic friend,https://www.diabetes.co.uk/forum/threads/wedding-present-for-diabetic-friend.47184/,jschlupp,"Sep 16, 2013",26,"2,066",post-425657,hale710,Type 1 Well-Known Member,"2,903","1,081",178.0,"Sep 16, 2013 at 4:32 PM",0,0,0,0,0,0,0,0,#3,Hotel chocolat do a lovely 85% chocolate too,
151462,thread-77970,OAT MEAL AND BREAD,https://www.diabetes.co.uk/forum/threads/oat-meal-and-bread.77970/,ADDEI,"May 31, 2015",5,513,post-864924,Phlogiston,Gestational Well-Known Member,163,287,103.0,"May 31, 2015 at 1:43 PM",0,0,0,0,0,0,0,0,#5,"It's the total carb load you need to consider. Sadly, if you have bread it needs to be metabolised and apart from a dose of salmonella nothing will ""neutralise"" that dose of carbs. My choice would be oatmeal or bread then fill up on something low carb.",
185419,thread-53422,Portion Control.,https://www.diabetes.co.uk/forum/threads/portion-control.53422/,Sarah69,"Feb 20, 2014",80,"6,866",post-488508,Sid Bonkers,Type 2 Well-Known Member,"3,978","1,113",178.0,"Feb 20, 2014 at 4:16 PM",7,0,0,0,0,0,0,0,#12,"At the end of the day you have to want to loose weight to loose it, I know that sounds stupid but unless you have the motivation then no diet is going to work for you. I had been overweight for most of my life and tried a couple of times to diet but it never worked and TBH I wasnt that bothered but when I was told that I had developed diabetes that gave me the motivation to loose weight. You have to be strict with yourself and not give in to the temptation to snack, I used to look at the time if I wanted a snack and I would think to myself, no, its only ""x"" hours till lunch/diner, I dont really want to spoil my next meal and I would talk myself out of having the snack, it wasnt easy but thats what worked for me. I also savoured each and every mouthful of food I ate at mealtimes, eating slowly and putting my knife and fork down between mouthfuls, chewing every mouthful and telling myself how good it was not to have snacked before I ate. I always set aside time for my meals when I wasnt being distracted by anything else so I could just concentrate on enjoying every mouthful, I never eat ""on the go"" as I used to, I didnt read, watch TV or even listen to music, my meals were a time of self imposed relaxation. There are other things I did but as I said at the start of this post I was highly motivated and I really wanted to loose weight, I didnt snack at all between meals for almost a year and I drank no alcohol for about 3 or 4 months it was hard but it worked and I have kept the weight off now for over 4 years, I now eat much smaller meals than I used to and dont miss the over eating I used to indulge in at all.",
227871,thread-28056,Food (Fruit & Vegetables) & Diet drinks for Diabetics,https://www.diabetes.co.uk/forum/threads/food-fruit-vegetables-diet-drinks-for-diabetics.28056/,JANMALIK,"Mar 27, 2012",21,"13,122",post-259550,MadMat,Well-Known Member,92,0,26.0,"Mar 27, 2012 at 12:43 PM",0,0,0,0,0,0,0,0,#6,Does your book give a reason for avoiding diet drinks? I'm getting through quite a lot of them with no apparent effect on BG levels! Mat,Bluefoxy said: Having just read Dr Briffa'a latest book I can say that he recommends the following: Diet drinks - avoid Ray Click to expand...
98689,thread-115627,About metformin,https://www.diabetes.co.uk/forum/threads/about-metformin.115627/,peter.s,"Feb 2, 2017",2,578,post-1373787,sally and james,Family member Well-Known Member,"1,053","1,807",178.0,"Feb 2, 2017 at 5:02 PM",2,1,0,0,0,0,0,0,#2,"Gliclazide forces your body to produce extra insulin. Sometimes, depending largely on what you have eaten, but also on general health and activity, you produce more insulin than the sugars in your system require and so you go hypo. Not a good idea, if driving!! Metformin works differently. It discourages the body's own production of sugars, but only very slightly. Officially it is not possible to hypo on Met, but there are members here who say they have gone too low on it, but this is a rarity. Because, officially, you can't hypo on Met and in practice are very, very unlikely to do so, there is no need to test. Having said all that, I would say that you should be testing your blood sugars - before and after meals to see what puts up your blood sugar and then avoid it in future. Your doctor will tell you that s/he will test you once a year and home testing is unnecessary, but this will not tell you what was wrong/right about what you did over the previous months. So, my advice is to keep testing, but not for the purpose of driving. Sally",
126681,thread-98693,Type 2 Stabbing Pains in The Abdomen,https://www.diabetes.co.uk/forum/threads/type-2-stabbing-pains-in-the-abdomen.98693/,Percy0404,"Apr 2, 2016",5,883,post-1115468,cyclist,Type 2 Well-Known Member,129,222,83.0,"Apr 2, 2016 at 7:56 PM",0,0,0,0,0,0,0,0,#6,"I find some brands of Metformin react differently. One gives me wind, another stomach cramps. 2 others no side effects so I now ask for the brand to be specified. Same active ingredient in each.",
